Agent,Market,Difference,Strategy Wins (%)
0.8460890627198386,1.2974261484917715,-0.4513370857719329,
0.7931932576997446,1.0213648283074503,-0.22817157060770576,
0.7562458724457279,1.2529014378429497,-0.4966555653972218,
0.8396426108893611,0.8480444243767385,-0.008401813487377452,
0.5576634633416249,1.4429146561608348,-0.8852511928192099,
0.9480897080474112,0.6927954813322332,0.255294226715178,
1.0705354074222602,0.718572101715701,0.3519633057065592,
0.6491499689001502,1.0833474540795167,-0.4341974851793665,
0.8154482135519268,0.9965756379469155,-0.18112742439498875,
0.7548918115157184,1.2091046450557665,-0.45421283354004816,2.0
0.7773336237318228,0.9593520552979038,-0.182018431566081,2.0
0.6763880143521928,1.1204955884152998,-0.4441075740631071,2.0
1.0316252981676401,1.1087095781188812,-0.07708427995124101,2.0
0.773763314757196,0.8650968694185116,-0.09133355466131565,2.0
0.6846057521687462,1.194633434072015,-0.5100276819032689,2.0
0.8482733240816034,1.2034764277391374,-0.35520310365753405,1.0
0.9845274506717341,1.0265459392177259,-0.04201848854599177,0.0
0.6088866134822585,1.0756203810653966,-0.4667337675831381,0.0
0.8568695536789833,0.9036513166857674,-0.04678176300678405,0.0
0.7777952228712156,1.1494113768604226,-0.371616153989207,0.0
0.6999986190291613,1.1013282771373807,-0.4013296581082194,0.0
0.6722387591273231,1.139512680843119,-0.46727392171579596,0.0
1.0337782350909035,1.544399019819526,-0.5106207847286226,0.0
0.6435012716681113,1.1478746647406428,-0.5043733930725315,0.0
0.7106401978007844,1.1553419373918952,-0.4447017395911108,0.0
0.7020274963825793,1.1427316111678165,-0.4407041147852372,0.0
0.8961910171701614,0.8007949989153399,0.09539601825482147,1.0
0.8036108329178804,0.9852147278929809,-0.18160389497510054,1.0
0.7286514002399664,1.1292055068271634,-0.4005541065871969,1.0
0.7797475196444446,1.0103340275406407,-0.23058650789619617,1.0
1.0436254531711024,0.9502793031646102,0.09334615000649227,2.0
0.7401276041972771,0.9841696821384054,-0.2440420779411283,2.0
0.7452958150443396,1.5425074015541056,-0.797211586509766,2.0
0.8185490858468063,1.3267883801030982,-0.5082392942562919,2.0
1.0063619438773608,1.098446398250585,-0.09208445437322421,2.0
0.8365754615865978,1.0280455086402018,-0.19147004705360404,2.0
0.6969084223847405,1.1251616559400537,-0.4282532335553132,1.0
0.8707674559356731,0.8443782448601894,0.026389211075483643,2.0
0.7414713060938208,1.3374251529688777,-0.5959538468750568,2.0
0.7943634814138817,1.1205091801710518,-0.32614569875717014,2.0
1.0263161477373648,0.7330073929518248,0.29330875478553997,2.0
0.7931754054909201,1.2971884314979205,-0.5040130260070004,2.0
0.6916501994167069,1.156966563785457,-0.46531636436875,2.0
0.8194384142857629,1.045569684537694,-0.22613127025193114,2.0
0.7384838523195678,1.029165659077558,-0.29068180675799016,2.0
0.6851346566909811,1.295004099249485,-0.6098694425585038,2.0
0.6765268334002452,1.4017127324707668,-0.7251858990705216,2.0
0.7338429641641866,0.9991730885824346,-0.265330124418248,1.0
0.7897708552201019,0.8650669338232705,-0.07529607860316856,1.0
0.7955058312536116,1.2871131913745049,-0.49160736012089323,1.0
0.591510430533486,1.2662743815654443,-0.6747639510319583,0.0
0.7906718501457827,1.12622709943473,-0.3355552492889474,0.0
0.8109828897113759,1.118350202210047,-0.3073673124986712,0.0
0.9352127021424866,1.0103236306106318,-0.07511092846814516,0.0
0.8287526477861554,0.7990294519100174,0.02972319587613803,1.0
0.7142461338417979,1.313961171283759,-0.5997150374419612,1.0
0.8465440672182104,1.0003339010955188,-0.15378983387730838,1.0
0.7280683768050465,1.0582049883591285,-0.3301366115540819,1.0
0.8919042476595607,0.9872071446006498,-0.09530289694108918,1.0
0.8632304874649486,1.0596163250132735,-0.19638583754832495,1.0
1.1128265382145746,0.893660820392191,0.2191657178223836,2.0
0.8717007665920335,0.9951219220323986,-0.12342115544036503,2.0
0.8394765025955315,1.1960832922173028,-0.3566067896217713,2.0
0.7216277684942476,1.065259494267102,-0.3436317257728545,2.0
0.6917504604091116,0.7436774184310503,-0.051926958021938696,1.0
0.7478454575687806,1.1124340926124454,-0.3645886350436648,1.0
0.7416788887402557,1.1412519516617954,-0.3995730629215397,1.0
0.9257399225003159,0.7726119117111023,0.15312801078921356,2.0
0.5735554340200627,0.8704757173732761,-0.2969202833532134,2.0
0.8943204321484223,1.0173006236851072,-0.12298019153668494,2.0
0.934539221291122,1.0123916425521293,-0.07785242126100733,1.0
0.569972204216104,0.9621676606970142,-0.39219545648091025,1.0
1.040476825445312,1.5629955188404767,-0.5225186933951647,1.0
0.8062752130412771,1.4087818416327482,-0.6025066285914711,1.0
0.8384024886020444,1.3064604673868405,-0.46805797878479616,1.0
0.44318187868837644,0.8907284441044584,-0.44754656541608195,1.0
