Agent,Market,Difference,Strategy Wins (%)
0.8235144172091059,1.1250771969686528,-0.30156277975954693,
1.1170463567925806,0.8683332783742712,0.24871307841830936,
0.8008297347376997,1.1041276921387024,-0.30329795740100274,
0.7146977181496126,1.1410486688086001,-0.42635095065898754,
0.8131878125302455,1.2245407719892685,-0.41135295945902295,
0.7934839351905781,1.1188844769162984,-0.3254005417257203,
1.056108697277937,1.3043763345580766,-0.24826763728013956,
0.8772752276600712,1.0795832842974347,-0.2023080566373635,
0.758500935906736,0.7941289365073622,-0.03562800060062621,
0.8301880296572106,1.2672946601477766,-0.437106630490566,1.0
0.6127517076797224,1.1494371445473122,-0.5366854368675897,1.0
0.8298976115709644,1.1581311944112729,-0.32823358284030846,0.0
0.7874878206687221,1.3281081234895673,-0.5406203028208452,0.0
0.903596867712799,1.3336235288415847,-0.43002666112878574,0.0
0.9818399465464108,1.1413474475778669,-0.15950750103145606,0.0
0.9884873562247409,1.3315069181506898,-0.34301956192594885,0.0
0.7870907261985625,1.2155049768750164,-0.4284142506764539,0.0
0.8911209780651056,1.0229484582858308,-0.1318274802207252,0.0
0.7583139593980551,1.139205483142142,-0.38089152374408697,0.0
0.8167444017763371,1.1337508280543775,-0.31700642627804043,0.0
0.8960610423021645,1.030541617761336,-0.13448057545917147,0.0
0.8606538956049573,1.0901627703247943,-0.22950887471983694,0.0
0.9048089742903173,1.007181870950189,-0.1023728966598717,0.0
0.8956350823582574,1.1130177923005404,-0.21738270994228304,0.0
0.9515669023433467,1.0160098066285672,-0.06444290428522048,0.0
0.8081232957227275,0.9189446555377075,-0.11082135981498009,0.0
0.7936779729693411,1.1439231034032342,-0.35024513043389316,0.0
0.8866048225497754,1.0474425069007332,-0.1608376843509578,0.0
0.9469803643429573,1.0029629736034886,-0.055982609260531335,0.0
0.7194507870055504,0.9883132458179809,-0.2688624588124304,0.0
0.9113086115818559,1.0527948632711268,-0.14148625168927087,0.0
0.8260234779173548,1.1041688305314974,-0.27814535261414264,0.0
1.027513112733231,0.6965073599054731,0.331005752827758,1.0
0.9840749066888905,1.4209877621538296,-0.4369128554649391,1.0
0.8286486396834689,1.1933160599494979,-0.36466742026602894,1.0
0.8200503930481681,1.245341717752248,-0.4252913247040798,1.0
0.8845243684423055,1.0742325229298113,-0.18970815448750578,1.0
0.8075492937292178,1.1608829816459427,-0.3533336879167249,1.0
0.7744549121710022,1.229281463051567,-0.4548265508805648,1.0
0.8057733369869545,0.8464030025080933,-0.04062966552113878,1.0
1.1503076117770867,0.8860982295197408,0.2642093822573459,2.0
0.8200630075271393,0.9917326199767963,-0.17166961244965695,2.0
1.0941238369606792,1.15994406408729,-0.06582022712661084,1.0
0.904324229411961,0.997559003983846,-0.093234774571885,1.0
0.9229099433930245,1.163230470400729,-0.24032052700770457,1.0
0.9033211227283119,1.007005870207492,-0.1036847474791801,1.0
0.7335345966759833,0.9633095629144033,-0.22977496623841998,1.0
0.9253527589258322,0.7340120239799774,0.1913407349458548,2.0
0.8886459956789756,1.0798766934952966,-0.19123069781632096,2.0
0.7279684366517413,1.0423107247200563,-0.314342288068315,2.0
0.8155093571763616,1.2252451798418813,-0.40973582266551967,1.0
0.7211915388473534,1.038224353643896,-0.31703281479654255,1.0
0.9283819605642535,1.0108527055995535,-0.08247074503530005,1.0
0.9077185285750876,1.2547122903687409,-0.34699376179365327,1.0
0.7910205784184905,1.2545997525840331,-0.4635791741655426,1.0
0.9155918855425302,1.1983872746811601,-0.2827953891386299,1.0
0.9343230622536574,1.0902814734235575,-0.15595841116990017,1.0
1.139550872527749,0.8891209586275082,0.25042991390024083,1.0
0.9369372363004942,1.0635699840188444,-0.1266327477183502,1.0
0.9000586073982532,1.3741180965316728,-0.47405948913341966,1.0
0.8926308067233976,1.250871482508441,-0.3582406757850435,1.0
1.1139514462704352,0.8412377320871055,0.2727137141833297,2.0
1.0156060994584128,1.0903274014754787,-0.07472130201706584,2.0
0.9390317928476265,1.0045241713535729,-0.06549237850594636,2.0
0.8172938819546864,1.0395184301204647,-0.2222245481657783,2.0
0.6858531174250365,0.9683449716307398,-0.28249185420570333,2.0
0.7631992459241784,1.176749777116075,-0.41355053119189666,2.0
0.8880659000932178,1.0416886072406724,-0.15362270714745452,1.0
0.7953821425874866,1.1553419373918952,-0.35995979480440854,1.0
0.7261588542237415,1.0682504792362704,-0.3420916250125289,1.0
0.8202634306260801,1.1853253578573595,-0.3650619272312794,1.0
0.8165302532305156,1.2628215747850324,-0.4462913215545168,0.0
0.7480551972470696,0.8107765454989846,-0.062721348251915,0.0
0.9469982356724974,1.2321626868182631,-0.2851644511457657,0.0
0.667843985183251,1.288874710309017,-0.621030725125766,0.0
0.9008958982500155,1.1012741916275,-0.20037829337748447,0.0
0.9694895469327964,1.00451430271731,-0.035024755784513584,0.0
0.9084937525347561,1.0387582231277663,-0.13026447059301027,0.0
0.8173767344943049,0.7526535087335795,0.06472322576072542,1.0
0.8365130941801714,1.110873386337452,-0.27436029215728064,1.0
0.8819469949167278,1.356051596028948,-0.4741046011122203,1.0
0.8570954092151084,1.1533458451731728,-0.29625043595806444,1.0
0.6317997788932006,1.104391916456782,-0.4725921375635813,1.0
0.9166309041560493,1.2308034504572658,-0.3141725463012165,1.0
0.898693589286935,1.036808581897136,-0.138114992610201,1.0
0.8113828898146461,1.1868928037341344,-0.3755099139194883,1.0
0.7868273043359398,0.9990363244932825,-0.21220902015734266,1.0
1.1475583017195652,0.9025367956054665,0.24502150611409867,2.0
0.9911690969570371,1.3876303571271893,-0.39646126017015215,1.0
0.951750744402886,0.9797344612993284,-0.027983716896442412,1.0
0.6985072836809105,1.0144745075900778,-0.3159672239091673,1.0
0.7864580033837827,1.175822156196437,-0.38936415281265435,1.0
0.707980513219395,0.8904824952693349,-0.18250198204993984,1.0
0.7626581401733751,1.014481791378155,-0.2518236512047799,1.0
0.8099095463759561,0.995689040841712,-0.1857794944657558,1.0
0.8005462104524682,0.9375534823702225,-0.1370072719177543,1.0
0.7964528915744271,1.1816264365889029,-0.38517354501447576,1.0
0.9309286312225986,1.0335077525294831,-0.10257912130688451,0.0
0.7636671138760701,1.0438791688034743,-0.2802120549274042,0.0
0.9094309434724674,1.028658089815978,-0.11922714634351061,0.0
