date,high,volume,open,low,close,adj_close
2018-03-28,72.79499816894531,274106000,72.3499984741211,69.30850219726562,71.57099914550781,71.57099914550781
2018-03-29,72.77349853515625,251622000,70.30000305175781,68.26000213623047,72.36699676513672,72.36699676513672
2018-04-02,71.06800079345703,209272000,70.88099670410156,67.75,68.59950256347656,68.59950256347656
2018-04-03,70.69999694824219,204624000,69.56900024414062,67.7665023803711,69.60250091552734,69.60250091552734
2018-04-04,70.76950073242188,139646000,67.91200256347656,67.64399719238281,70.52850341796875,70.52850341796875
2018-04-05,72.97799682617188,128270000,72.09950256347656,71.35350036621094,72.5875015258789,72.5875015258789
2018-04-06,72.625,117646000,71.49849700927734,70.01300048828125,70.2614974975586,70.2614974975586
2018-04-09,71.92400360107422,84164000,71.25150299072266,70.12850189208984,70.30400085449219,70.30400085449219
2018-04-10,71.91899871826172,85082000,71.59950256347656,70.78500366210938,71.81099700927734,71.81099700927734
2018-04-11,72.43900299072266,71650000,71.97200012207031,71.24449920654297,71.35250091552734,71.35250091552734
2018-04-12,72.60600280761719,62700000,71.9749984741211,71.75299835205078,72.42500305175781,72.42500305175781
2018-04-13,72.98899841308594,73706000,72.45700073242188,71.22599792480469,71.53949737548828,71.53949737548828
2018-04-16,72.3499984741211,56172000,72.25,71.3740005493164,72.07499694824219,72.07499694824219
2018-04-17,75.3594970703125,102288000,73.11499786376953,72.85099792480469,75.19149780273438,75.19149780273438
2018-04-18,76.69000244140625,104550000,75.73249816894531,75.20549774169922,76.39199829101562,76.39199829101562
2018-04-19,78.4260025024414,130474000,77.16100311279297,76.9530029296875,77.84549713134766,77.84549713134766
2018-04-20,78.05999755859375,110832000,78.05999755859375,75.80449676513672,76.37449645996094,76.37449645996094
2018-04-23,77.4000015258789,89308000,77.33450317382812,75.17050170898438,75.89299774169922,75.89299774169922
2018-04-24,76.9749984741211,149894000,76.79000091552734,72.42250061035156,73.00450134277344,73.00450134277344
2018-04-25,73.49949645996094,131746000,72.9000015258789,70.7509994506836,73.00849914550781,73.00849914550781
2018-04-26,76.47100067138672,176022000,74.25050354003906,73.92500305175781,75.89800262451172,75.89800262451172
2018-04-27,81.90499877929688,261064000,81.70050048828125,78.36949920654297,78.63099670410156,78.63099670410156
2018-04-30,79.80000305175781,109282000,79.125,78.0469970703125,78.30650329589844,78.30650329589844
2018-05-01,79.25,91442000,78.16100311279297,77.60900115966797,79.11299896240234,79.11299896240234
2018-05-02,79.42500305175781,87206000,79.04900360107422,78.31800079345703,78.48400115966797,78.48400115966797
2018-05-03,78.73999786376953,85038000,78.00050354003906,77.3010025024414,78.60399627685547,78.60399627685547
2018-05-04,79.24500274658203,68872000,78.12249755859375,78.1094970703125,79.04750061035156,79.04750061035156
2018-05-07,80.34750366210938,76038000,79.46700286865234,79.3915023803711,80.00700378417969,80.00700378417969
2018-05-08,79.84400177001953,61358000,79.75,79.12550354003906,79.61949920654297,79.61949920654297
2018-05-09,80.4000015258789,72746000,80.0,79.5999984741211,80.4000015258789,80.4000015258789
2018-05-10,80.77999877929688,56350000,80.42400360107422,80.1719970703125,80.4540023803711,80.4540023803711
2018-05-11,80.55500030517578,45278000,80.54949951171875,79.89450073242188,80.14550018310547,80.14550018310547
2018-05-14,80.55899810791016,50190000,80.19999694824219,80.00250244140625,80.0770034790039,80.0770034790039
2018-05-15,79.38999938964844,101550000,79.38999938964844,78.26100158691406,78.80599975585938,78.80599975585938
2018-05-16,79.72149658203125,51412000,78.875,78.83350372314453,79.36399841308594,79.36399841308594
2018-05-17,79.7020034790039,42952000,79.02799987792969,78.6500015258789,79.08799743652344,79.08799743652344
2018-05-18,79.17949676513672,52852000,79.06649780273438,78.6050033569336,78.71849822998047,78.71849822998047
2018-05-21,79.60250091552734,58504000,79.25,78.75,79.27300262451172,79.27300262451172
2018-05-22,79.49449920654297,42312000,79.49449920654297,78.76249694824219,79.06999969482422,79.06999969482422
2018-05-23,80.09300231933594,67238000,78.55249786376953,78.31700134277344,80.09300231933594,80.09300231933594
2018-05-24,80.41200256347656,68600000,79.90149688720703,79.41899871826172,80.15350341796875,80.15350341796875
2018-05-25,80.70600128173828,53968000,80.1500015258789,80.02249908447266,80.50749969482422,80.50749969482422
2018-05-29,81.0895004272461,76930000,80.0354995727539,80.00749969482422,80.64350128173828,80.64350128173828
2018-05-30,81.30000305175781,58148000,80.90499877929688,80.64649963378906,81.24449920654297,81.24449920654297
2018-05-31,81.75,63326000,81.1500015258789,81.06749725341797,81.48100280761719,81.48100280761719
2018-06-01,82.33650207519531,66268000,81.85150146484375,81.75450134277344,82.0770034790039,82.0770034790039
2018-06-04,83.28399658203125,63754000,82.44499969482422,82.27449798583984,83.26349639892578,83.26349639892578
2018-06-05,84.94999694824219,95644000,83.64949798583984,83.50299835205078,84.81749725341797,84.81749725341797
2018-06-06,85.7249984741211,109464000,85.22550201416016,84.32350158691406,84.7874984741211,84.7874984741211
2018-06-07,84.99500274658203,75314000,84.9280014038086,83.80549621582031,84.46499633789062,84.46499633789062
