date,high,volume,open,low,close,adj_close
2018-03-28,51.2495002746582,77698000,50.09550094604492,49.20000076293945,50.25899887084961,50.25899887084961
2018-03-29,52.40250015258789,69338000,50.56050109863281,50.20199966430664,51.856998443603516,51.856998443603516
2018-04-02,51.97650146484375,65068000,51.38100051879883,49.712501525878906,50.631500244140625,50.631500244140625
2018-04-03,51.25,51322000,50.807498931884766,49.86249923706055,50.933998107910156,50.933998107910156
2018-04-04,51.637001037597656,50724000,49.9114990234375,49.82550048828125,51.48550033569336,51.48550033569336
2018-04-05,52.33549880981445,35836000,52.31949996948242,51.20000076293945,51.63199996948242,51.63199996948242
2018-04-06,51.79999923706055,40134000,51.154998779296875,50.3125,50.497501373291016,50.497501373291016
2018-04-09,52.22949981689453,33220000,51.00199890136719,50.959999084472656,51.00450134277344,51.00450134277344
2018-04-10,52.06050109863281,36620000,51.51300048828125,50.77050018310547,51.82500076293945,51.82500076293945
2018-04-11,51.79349899291992,34060000,51.599998474121094,50.959999084472656,51.25299835205078,51.25299835205078
2018-04-12,52.23249816894531,32896000,51.57350158691406,51.3025016784668,51.864498138427734,51.864498138427734
2018-04-13,52.64899826049805,25410000,52.34450149536133,51.50749969482422,51.801998138427734,51.801998138427734
2018-04-16,52.57149887084961,29776000,52.27750015258789,51.69599914550781,52.30500030517578,52.30500030517578
2018-04-17,54.25,54584000,53.060001373291016,52.85449981689453,53.96799850463867,53.96799850463867
2018-04-18,54.099998474121094,31126000,53.95050048828125,53.5260009765625,53.769500732421875,53.769500732421875
2018-04-19,54.8754997253418,39884000,53.45100021362305,53.45100021362305,54.47249984741211,54.47249984741211
2018-04-20,54.73749923706055,42434000,54.2135009765625,53.60499954223633,53.86600112915039,53.86600112915039
2018-04-23,54.400001525878906,69590000,54.14899826049805,53.33399963378906,53.69049835205078,53.69049835205078
2018-04-24,53.2244987487793,128220000,52.959999084472656,50.643001556396484,51.13199996948242,51.13199996948242
2018-04-25,51.80350112915039,57860000,51.48749923706055,50.85049819946289,51.14950180053711,51.14950180053711
2018-04-26,52.60100173950195,50926000,51.6609992980957,51.022499084472656,52.16550064086914,52.16550064086914
2018-04-27,52.584999084472656,40746000,52.277000427246094,51.37950134277344,51.5724983215332,51.5724983215332
2018-04-30,51.91849899291992,34492000,51.72100067138672,50.915000915527344,50.92900085449219,50.92900085449219
2018-05-01,52.08649826049805,35326000,50.814998626708984,50.53049850463867,52.037498474121094,52.037498474121094
2018-05-02,52.19900131225586,34698000,51.70000076293945,51.15800094604492,51.3025016784668,51.3025016784668
2018-05-03,51.53450012207031,39282000,51.26850128173828,50.394500732421875,51.314998626708984,51.314998626708984
2018-05-04,52.59400177001953,36892000,50.980499267578125,50.90250015258789,52.54999923706055,52.54999923706055
2018-05-07,53.25,34400000,52.69449996948242,52.51350021362305,52.972999572753906,52.972999572753906
2018-05-08,53.26150131225586,26030000,53.23099899291992,52.582000732421875,52.929500579833984,52.929500579833984
2018-05-09,54.70000076293945,47160000,53.20500183105469,53.105499267578125,54.4474983215332,54.4474983215332
2018-05-10,55.47050094604492,36414000,54.75,54.694000244140625,55.27349853515625,55.27349853515625
2018-05-11,55.45050048828125,30504000,55.02050018310547,54.861000061035156,55.16899871826172,55.16899871826172
2018-05-14,55.907501220703125,39338000,55.278499603271484,55.2400016784668,55.33000183105469,55.33000183105469
2018-05-15,54.95600128173828,35738000,54.845001220703125,53.93899917602539,54.243499755859375,54.243499755859375
2018-05-16,54.71900177001953,25628000,54.25450134277344,54.08150100708008,54.204498291015625,54.204498291015625
2018-05-17,54.54999923706055,25738000,54.073001861572266,53.82099914550781,54.0629997253418,54.0629997253418
2018-05-18,53.686500549316406,35482000,53.29999923706055,53.23400115966797,53.481998443603516,53.481998443603516
2018-05-21,54.665000915527344,25180000,53.95000076293945,53.900001525878906,54.20050048828125,54.20050048828125
2018-05-22,54.59000015258789,22226000,54.4900016784668,53.612998962402344,53.765499114990234,53.765499114990234
2018-05-23,54.400001525878906,23740000,53.5,53.347999572753906,54.29800033569336,54.29800033569336
2018-05-24,54.35599899291992,20604000,54.345001220703125,53.6150016784668,54.272499084472656,54.272499084472656
