date,high,volume,open,low,close,adj_close
2018-03-28,110.11000061035156,6413000,108.13999938964844,108.0,109.18000030517578,94.4241714477539
2018-03-29,110.66000366210938,3829500,110.12000274658203,108.97000122070312,109.1500015258789,94.39823150634766
2018-04-02,109.22000122070312,4325500,108.62000274658203,106.44000244140625,107.05000305175781,92.5820541381836
2018-04-03,108.52999877929688,4699000,107.38999938964844,106.58999633789062,108.19000244140625,93.56797790527344
2018-04-04,110.7300033569336,4694200,107.77999877929688,107.23999786376953,110.18000030517578,95.28902435302734
2018-04-05,111.18000030517578,3275700,110.43000030517578,109.75,110.56999969482422,95.62629699707031
2018-04-06,110.9800033569336,3579100,110.05999755859375,108.7699966430664,109.30000305175781,94.52796936035156
2018-04-09,110.44999694824219,2620000,109.54000091552734,108.77999877929688,109.37999725341797,94.5971450805664
2018-04-10,110.19999694824219,2817000,109.73999786376953,108.91999816894531,109.4000015258789,94.61444091796875
2018-04-11,109.47000122070312,4000200,108.56999969482422,108.41999816894531,108.68000030517578,93.99174499511719
2018-04-12,109.51000213623047,2691700,108.95999908447266,108.2699966430664,108.30999755859375,93.67174530029297
2018-04-13,109.45999908447266,2828300,108.8499984741211,108.5199966430664,109.26000213623047,94.49335479736328
2018-04-16,110.63999938964844,2769800,109.75,109.5199966430664,109.91999816894531,95.06414794921875
2018-04-17,109.08000183105469,5022000,108.69000244140625,107.9800033569336,108.87000274658203,94.15607452392578
2018-04-18,109.36000061035156,6525500,108.97000122070312,106.45999908447266,106.9800033569336,92.52149963378906
2018-04-19,106.94000244140625,6320200,106.70999908447266,105.08000183105469,105.56999969482422,91.30207824707031
2018-04-20,105.5999984741211,8650000,105.44999694824219,102.2699966430664,102.4800033569336,88.62969207763672
2018-04-23,102.80000305175781,6670600,102.55000305175781,101.83999633789062,102.58000183105469,88.7161865234375
2018-04-24,102.8499984741211,5695500,102.62000274658203,100.97000122070312,101.44000244140625,87.73023986816406
2018-04-25,102.36000061035156,4828300,101.20999908447266,100.8499984741211,101.1500015258789,87.47943878173828
2018-04-26,104.08000183105469,5978800,102.25,101.1500015258789,103.26000213623047,89.30426788330078
2018-04-27,102.98999786376953,4765900,102.22000122070312,101.6500015258789,101.70999908447266,87.9637451171875
2018-04-30,102.38999938964844,5479900,101.8499984741211,100.58000183105469,100.94000244140625,87.2978286743164
2018-05-01,100.93000030517578,4543900,100.36000061035156,98.56999969482422,99.12999725341797,85.7324447631836
2018-05-02,99.36000061035156,5927700,99.16000366210938,97.02999877929688,97.2300033569336,84.08924102783203
2018-05-03,98.08999633789062,6668200,97.4800033569336,96.69999694824219,97.5999984741211,84.40923309326172
2018-05-04,99.7699966430664,5937000,97.55000305175781,97.5,98.98999786376953,85.61136627197266
2018-05-07,99.30999755859375,3475400,98.9800033569336,98.06999969482422,98.2300033569336,84.95409393310547
2018-05-08,97.98999786376953,5333700,97.91000366210938,96.43000030517578,96.79000091552734,83.70867919921875
2018-05-09,97.5199966430664,6201500,97.19000244140625,95.94000244140625,96.16000366210938,83.1638412475586
2018-05-10,97.73999786376953,3100600,96.43000030517578,96.4000015258789,97.2699966430664,84.12383270263672
2018-05-11,98.26000213623047,3507300,97.58000183105469,96.87999725341797,97.43000030517578,84.26221466064453
2018-05-14,97.7300033569336,4307900,97.69000244140625,96.7300033569336,97.1500015258789,84.02005767822266
2018-05-15,97.23999786376953,6555700,96.61000061035156,96.36000061035156,96.80000305175781,83.71736145019531
2018-05-16,97.55000305175781,5544700,96.63999938964844,96.55000305175781,97.19000244140625,84.05463409423828
2018-05-17,97.98999786376953,6531100,97.55000305175781,97.1500015258789,97.91999816894531,84.68598175048828
2018-05-18,98.44999694824219,6894000,98.30999755859375,97.31999969482422,97.51000213623047,84.33137512207031
2018-05-21,99.9800033569336,6678100,98.22000122070312,98.05999755859375,99.51000213623047,86.06108856201172
2018-05-22,100.45999908447266,6807600,99.77999877929688,99.43000030517578,99.93000030517578,86.42432403564453
2018-05-23,100.5999984741211,6249900,99.93000030517578,99.61000061035156,100.44999694824219,86.87403869628906
2018-05-24,100.58000183105469,4696700,100.30999755859375,99.76000213623047,100.18000030517578,86.6405258178711
2018-05-25,101.11000061035156,5324300,100.18000030517578,99.9000015258789,100.30999755859375,86.75298309326172
2018-05-29,101.29000091552734,8302600,100.0,100.0,101.0999984741211,87.43619537353516
2018-05-30,102.23999786376953,6256600,101.66000366210938,101.08999633789062,101.83000183105469,88.06752014160156
2018-05-31,101.30000305175781,8270100,101.1500015258789,99.66000366210938,100.25,87.49845886230469
2018-06-01,100.93000030517578,4414200,100.54000091552734,99.6500015258789,100.25,87.49845886230469
2018-06-04,101.08999633789062,3932000,100.7699966430664,100.02999877929688,100.12000274658203,87.38500213623047
2018-06-05,100.95999908447266,4851900,100.45999908447266,99.87999725341797,100.20999908447266,87.46356201171875
2018-06-06,100.86000061035156,3946700,100.4000015258789,99.81999969482422,100.83000183105469,88.00469970703125
2018-06-07,101.51000213623047,5052900,100.51000213623047,100.33000183105469,101.16000366210938,88.29273986816406
2018-06-08,102.61000061035156,4795500,101.18000030517578,101.18000030517578,102.48999786376953,89.45353698730469
2018-06-11,103.41000366210938,3984500,102.61000061035156,102.2699966430664,103.20999908447266,90.08197784423828
2018-06-12,104.55000305175781,5075900,103.2300033569336,102.81999969482422,104.4800033569336,91.1904296875
2018-06-13,105.5999984741211,7553500,104.16000366210938,104.16000366210938,105.2699966430664,91.87993621826172
2018-06-14,105.36000061035156,4812600,105.26000213623047,104.43000030517578,105.12999725341797,91.75774383544922
2018-06-15,107.75,10573000,105.0999984741211,104.81999969482422,107.61000061035156,93.92229461669922
2018-06-18,107.20999908447266,5964400,107.01000213623047,104.83000183105469,105.37999725341797,91.9759521484375
2018-06-19,106.68000030517578,5504400,105.48999786376953,105.22000122070312,105.95999908447266,92.482177734375
2018-06-20,106.11000061035156,4601400,105.7300033569336,105.36000061035156,105.80999755859375,92.35124969482422
2018-06-21,107.43000030517578,6550700,106.56999969482422,106.30000305175781,107.23999786376953,93.5993423461914
2018-06-22,108.66999816894531,5709400,107.23999786376953,107.13999938964844,108.37000274658203,94.58563995361328
2018-06-25,109.58999633789062,5183000,107.70999908447266,107.70999908447266,108.98999786376953,95.12677001953125
2018-06-26,109.16999816894531,5034100,109.05000305175781,107.47000122070312,108.05000305175781,94.30633544921875
2018-06-27,108.95999908447266,6229200,108.37000274658203,107.62000274658203,108.2699966430664,94.49835205078125
